名称,名称,关系
贾米·埃曼,无敌破坏王,出演
董立范,活着,出演
吉娜薇·欧瑞丽,黑客帝国3：矩阵革命,出演
吉娜薇·欧瑞丽,黑客帝国2：重装上阵,出演
王涛,末代皇帝,出演
春川真澄,忠犬八公物语,出演
莫尼克·加布里埃拉·库尔内,蝙蝠侠：黑暗骑士,出演
兰斯·霍华德,美丽心灵,出演
蜜西·雅格,海边的曼彻斯特,出演
汤姆·威尔金森,布达佩斯大饭店,出演
李凯莉,一一,出演
足立智充,小偷家族,出演
奥斯卡·波尔克,乱世佳人,出演
布丽吉特·佛西,天堂电影院,出演
兰·卡琉,聚焦,出演
小艾德.朱普,美丽心灵,出演
E.G.马绍尔,十二怒汉,出演
克雷格·帕克,指环王3：王者无敌,出演
克雷格·帕克,指环王2：双塔奇兵,出演
克雷格·帕克,指环王1：魔戒再现,出演
杰弗里·怀特,源代码,出演
乔纳森·普雷斯,加勒比海盗,出演
塞尔日·梅兰,天使爱美丽,出演
劳伦·马赫,彗星来的那一夜,出演
陈述,末代皇帝,出演
陈述,鬼子来了,出演
詹姆斯·A·伍兹,源代码,出演
横泽启子,天空之城,出演
HaymonMariaButtinger,爱在黎明破晓前,出演
金民尚,熔炉,出演
加利·艾尔维斯,电锯惊魂,出演
安东尼·布兰登·黄,黑客帝国3：矩阵革命,出演
安东尼·布兰登·黄,黑客帝国2：重装上阵,出演
伊德里斯·艾尔巴,疯狂动物城,出演
斯蒂夫·巴什托尼,黑客帝国2：重装上阵,出演
王学圻,阳光灿烂的日子,出演
JasonBuckle,哈利·波特与火焰杯,出演
朱江,纵横四海,出演
竹口安芸子,东京教父,出演
塔拉吉·P·汉森,本杰明·巴顿奇事,出演
大塚明夫,哈尔的移动城堡,出演
大塚明夫,红辣椒,出演
大塚明夫,魔女宅急便,出演
大塚明夫,东京教父,出演
艾米·斯马特,蝴蝶效应,出演
JonathanHarding,指环王2：双塔奇兵,出演
瓦尼·布拉马蒂,西西里的美丽传说,出演
拉瑞恩·纽曼,机器人总动员,出演
拉瑞恩·纽曼,头脑特工队,出演
丹·华盛顿,心灵捕手,出演
藤原启治,东京教父,出演
永山瑛太,被嫌弃的松子的一生,出演
JimmyAubrey,魂断蓝桥,出演
纪录片,人生果实,出演
BarryDowden,哈利·波特与火焰杯,出演
埃迪·安德森,乱世佳人,出演
拉利塔·拉伊米,地球上的星星,出演
瑞秋·麦克亚当斯,时空恋旅人,出演
瑞秋·麦克亚当斯,恋恋笔记本,出演
瑞秋·麦克亚当斯,聚焦,出演
加贺麻理子,情书,出演
中谷美纪,被嫌弃的松子的一生,出演
山田裕贵,小偷家族,出演
糸博,天空之城,出演
沃尔特·多纳多,荒蛮故事,出演
杰德·布罗菲,指环王3：王者无敌,出演
杰德·布罗菲,指环王2：双塔奇兵,出演
杰德·布罗菲,指环王1：魔戒再现,出演
罗格·洛伊德-派克,哈利·波特与火焰杯,出演
内森·琼斯,疯狂的麦克斯4：狂暴之路,出演
王迅,疯狂的石头,出演
关户优希,穿越时空的少女,出演
RobertWinley,终结者2：审判日,出演
董志华,功夫,出演
塔诺·希玛罗萨,天堂电影院,出演
诺尔·古格雷米,遗愿清单,出演
鲁伯特·弗兰德,穿条纹睡衣的男孩,出演
鲁伯特·弗兰德,傲慢与偏见,出演
迈克尔·克兰茨,海蒂和爷爷,出演
米莎·巴顿,第六感,出演
布赖恩·戴拉特,肖申克的救赎,出演
阿什·马赫什·舍德卡,贫民窟的百万富翁,出演
凯尔·布瑞特科夫,奇迹男孩,出演
利兰·奥瑟,拯救大兵瑞恩,出演
布鲁克琳·普劳克斯,断背山,出演
黄汉琪,末代皇帝,出演
申贤宗,杀人回忆,出演
竹下明子,色，戒,出演
大卫·沃纳,泰坦尼克号,出演
冈本绫,东京教父,出演
松田洋治,幽灵公主,出演
松田洋治,风之谷,出演
松田洋治,穿越时空的少女,出演
约翰尼·德普,剪刀手爱德华,出演
约翰尼·德普,加勒比海盗,出演
ShepHoughton,教父2,出演
迈克尔·基顿,玩具总动员3,出演
迈克尔·基顿,聚焦,出演
韩彦博,驴得水,出演
仲里依纱,穿越时空的少女,出演
山野井仁,未麻的部屋,出演
克莱·卡伦,本杰明·巴顿奇事,出演
普特鹏·普罗萨卡·那·萨克那卡林,初恋这件小事,出演
松隆子,告白,出演
陈慧琳,无间道,出演
唐纳德·奥康纳,雨中曲,出演
拉杰什·沙玛,小萝莉的猴神大叔,出演
千石规子,七武士,出演
三浦友和,借东西的小人阿莉埃蒂,出演
金·寇兹,黑鹰坠落,出演
吉田理保子,风之谷,出演
达拉斯·罗伯特斯,达拉斯买家俱乐部,出演
丹·汉纳,指环王2：双塔奇兵,出演
盖·格林威,追随,出演
爱德华·勒桑,摩登时代,出演
弗朗索瓦·克鲁塞,触不可及,出演
黛博拉·梅辛,网络谜踪,出演
威尔·萨姆森,飞越疯人院,出演
马修·刘易斯,哈利·波特与死亡圣器(下),出演
马修·刘易斯,哈利·波特与火焰杯,出演
米拉·麦金尼,摩登时代,出演
麻生智久,东京教父,出演
沈成宝,杀人回忆,出演
苏西·沃德,狩猎,出演
阮德锵,色，戒,出演
余娅,色，戒,出演
罗伯特·韦伯,十二怒汉,出演
程玉珠,天书奇谭,出演
大卫·斯特雷泽恩,谍影重重3,出演
布鲁诺·柯比,教父2,出演
迈克尔·刚本,哈利·波特与死亡圣器(下),出演
迈克尔·刚本,哈利·波特与阿兹卡班的囚徒,出演
迈克尔·刚本,哈利·波特与火焰杯,出演
杰奎琳·埃沃拉,怦然心动,出演
崔宇植,釜山行,出演
崔宇植,寄生虫,出演
弗利,头脑特工队,出演
尹治,霸王别姬,出演
串田和美,无人知晓,出演
约翰·赵,网络谜踪,出演
迪诺·法赞尼,时空恋旅人,出演
罗家英,大话西游之大圣娶亲,出演
罗家英,大话西游之月光宝盒,出演
大卫·韦瑟莱,指环王1：魔戒再现,出演
科琳娜·哈弗奇,香水,出演
赵海龙,霸王别姬,出演
乔·阿拉斯奇,阿甘正传,出演
唐娜·派洛尼,剪刀手爱德华,出演
塞巴斯蒂安·科赫,窃听风暴,出演
川村万梨阿,你看起来好像很好吃,出演
伊安·霍姆,指环王3：王者无敌,出演
伊安·霍姆,指环王1：魔戒再现,出演
伊安·霍姆,战争之王,出演
黛比·雷诺斯,雨中曲,出演
宫崎晋永,东京教父,出演
梅莉莎·班诺伊,爆裂鼓手,出演
李·尼古拉斯·哈里斯,时空恋旅人,出演
刘玥辰,网络谜踪,出演
沙克希·坦沃,摔跤吧！爸爸,出演
渡边谦,盗梦空间,出演
哈里·伦尼克斯,黑客帝国3：矩阵革命,出演
哈里·伦尼克斯,黑客帝国2：重装上阵,出演
陈国坤,功夫,出演
刘易斯·布莱克,头脑特工队,出演
瑞恩·雷诺兹,疯狂原始人,出演
尾形一成,一一,出演
米歇尔·邓肯,波西米亚狂想曲,出演
格洛丽亚·福斯特,黑客帝国,出演
格洛丽亚·福斯特,黑客帝国2：重装上阵,出演
凯西·贝茨,泰坦尼克号,出演
尚卡尔·萨查德夫,地球上的星星,出演
弗朗索瓦·贝莱昂,放牛班的春天,出演
DougDeMaster,海豚湾,出演
凯瑟琳·弗里曼,雨中曲,出演
宇野晃司,七武士,出演
阿娜·瓦格纳,看不见的客人,出演
奥利维娅·德哈维兰,乱世佳人,出演
路易丝·勒莫瓦纳·托雷斯,爱在日落黄昏时,出演
乔纳森·奇塔姆,波西米亚狂想曲,出演
中川雅也,海街日记,出演
中川雅也,小偷家族,出演
河正宇,恐怖直播,出演
卢克·布雷西,血战钢锯岭,出演
林鸿铭,牯岭街少年杀人事件,出演
米凯·麦高万,机器人总动员,出演
米凯·麦高万,飞屋环游记,出演
丹尼尔·切尔奎拉,拯救大兵瑞恩,出演
泽索特·萨法尔·科夫卡,穿条纹睡衣的男孩,出演
乔·罗·格里普,教父2,出演
吉行和子,入殓师,出演
吉行和子,菊次郎的夏天,出演
吉行和子,崖上的波妞,出演
凯瑞·康顿,三块广告牌,出演
王彤川,新龙门客栈,出演
内斯特·卡博内尔,蝙蝠侠：黑暗骑士,出演
内斯特·卡博内尔,蝙蝠侠：黑暗骑士崛起,出演
米哈利·绍鲍多什,穿条纹睡衣的男孩,出演
任世官,新龙门客栈,出演
DilvaHenry,幸福终点站,出演
HarrisonRessler,教父2,出演
马珂,让子弹飞,出演
雷蒙德·S·佩尔西,疯狂动物城,出演
雷蒙德·S·佩尔西,无敌破坏王,出演
瑞内·菲利斯·史密斯,超脱,出演
J·C·纽金特,摩登时代,出演
秋元羊介,未麻的部屋,出演
塔莉娅·夏尔,教父,出演
塔莉娅·夏尔,教父2,出演
塔莉娅·夏尔,教父3,出演
亚历桑德拉·鲍尔斯,死亡诗社,出演
克拉克·杜克,疯狂原始人,出演
朴努植,杀人回忆,出演
比尔·奈伊,时空恋旅人,出演
比尔·奈伊,真爱至上,出演
克里斯·马歇尔,真爱至上,出演
麦凯尔泰·威廉逊,阿甘正传,出演
伊恩·哈特,哈利·波特与魔法石,出演
阿达·尼科德莫,黑客帝国,出演
克里斯·库珀,谍影重重2,出演
克里斯·库珀,谍影重重,出演
比吉特·米尼希迈尔,香水,出演
查尔斯·安德烈,燃情岁月,出演
马格努斯·诺兰,盗梦空间,出演
朱丽·沃特斯,哈利·波特与魔法石,出演
朱丽·沃特斯,哈利·波特与死亡圣器(下),出演
朱丽·沃特斯,哈利·波特与阿兹卡班的囚徒,出演
朱丽·沃特斯,哈利·波特与密室,出演
德克斯特·弗莱彻,两杆大烟枪,出演
佩雷·布拉索,看不见的客人,出演
苏格拉底·奥图,黑客帝国2：重装上阵,出演
卡卢姆·吉廷斯,指环王2：双塔奇兵,出演
成田凌,你的名字。,出演
克里斯蒂安·库尔森,哈利·波特与密室,出演
艾米·亚当斯,猫鼠游戏,出演
安东内拉·阿蒂利,天堂电影院,出演
艾莉森·福兰德,心灵捕手,出演
温斯顿·丘吉尔,模仿游戏,出演
瑞切尔·格里菲斯,血战钢锯岭,出演
乔恩·科林·巴克利,谍影重重2,出演
朱莉·克里斯蒂,哈利·波特与阿兹卡班的囚徒,出演
帕特丽夏·伦茨,怦然心动,出演
罗姗娜·阿奎特,低俗小说,出演
森今日子,七武士,出演
亨利·托马斯,燃情岁月,出演
柳承龙,7号房的礼物,出演
约翰·帕特里克·阿梅多利,蝴蝶效应,出演
马内尔·杜维索,看不见的客人,出演
厄尔·卡梅伦,盗梦空间,出演
利亚姆·海姆斯沃斯,恐怖游轮,出演
里奥.G.卡罗尔,魂断蓝桥,出演
智一桐,霸王别姬,出演
保罗·吉尔福伊尔,聚焦,出演
乔·斯皮内尔,教父2,出演
丽娜·维特,头号玩家,出演
杰克·布塞,致命ID,出演
GeorgeHolmes,教父2,出演
克里斯托弗·尼姆,致命魔术,出演
布莱尔·安德伍德,千钧一发,出演
路易丝·弗莱彻,飞越疯人院,出演
卡拉帕西托,怦然心动,出演
布莱丹·格里森,哈利·波特与火焰杯,出演
霍华德·肖,指环王3：王者无敌,出演
马库斯·亨德森,爆裂鼓手,出演
乔纳森·萨加尔,辛德勒的名单,出演
拉斯·兰特,狩猎,出演
我修院达也,千与千寻,出演
我修院达也,哈尔的移动城堡,出演
格雷斯·卡尔德,模仿游戏,出演
乔治·沃斯科维奇,十二怒汉,出演
C·J·威尔逊,海边的曼彻斯特,出演
唐·斯达克,绿皮书,出演
凯瑟琳·麦克马克,勇敢的心,出演
珍妮·莱恩斯福德,时空恋旅人,出演
肖聪,活着,出演
约翰·克立斯,哈利·波特与魔法石,出演
约翰·克立斯,哈利·波特与密室,出演
尼格尔·本内特,燃情岁月,出演
巴拉特·巴蒂,我不是药神,出演
马里奥·毛瑞尔,初恋这件小事,出演
马东锡,釜山行,出演
张曼玉,甜蜜蜜,出演
张曼玉,射雕英雄传之东成西就,出演
张曼玉,花样年华,出演
张曼玉,东邪西毒,出演
张曼玉,新龙门客栈,出演
张曼玉,青蛇,出演
张曼玉,阿飞正传,出演
石田卓也,穿越时空的少女,出演
艾瑞克·阿瓦利,忠犬八公的故事,出演
岩男润子,未麻的部屋,出演
辛贝·沃克,无敌破坏王,出演
HaroldHoward,魂断蓝桥,出演
CyrilThornton,魂断蓝桥,出演
默多克·麦夸里,摩登时代,出演
艾萨·丹尼埃利,天堂电影院,出演
姜素拉,阳光姐妹淘,出演
唐宁,纵横四海,出演
居伊·格罗索,虎口脱险,出演
篠原胜之,情书,出演
LucyLiemann,谍影重重3,出演
杰瑞米·艾恩斯,狮子王,出演
朱莉娅·奥蒙德,本杰明·巴顿奇事,出演
朱莉娅·奥蒙德,燃情岁月,出演
格温达·迪肯,终结者2：审判日,出演
阿卜杜勒·萨拉姆·埃尔·拉扎克,终结者2：审判日,出演
游安顺,大佛普拉斯,出演
甄子丹,新龙门客栈,出演
考乐姆·吉斯·雷尼,蝴蝶效应,出演
考乐姆·吉斯·雷尼,记忆碎片,出演
吉亚尼·罗素,教父,出演
吉亚尼·罗素,教父2,出演
徐克,英雄本色,出演
萨米·斯坦,摩登时代,出演
史蒂夫·麦基,哈利·波特与火焰杯,出演
薇诺娜·瑞德,剪刀手爱德华,出演
薇诺娜·瑞德,黑天鹅,出演
德罗斯·V·史密斯,飞越疯人院,出演
米拉·库尼斯,黑天鹅,出演
MadgeBlake,雨中曲,出演
苗圃,让子弹飞,出演
弗吉尼亚·菲尔德,魂断蓝桥,出演
约翰·贝德福德·劳埃德,谍影重重2,出演
廖启智,无间道2,出演
罗伯特·卡莱尔,猜火车,出演
兰迪·汤姆,疯狂原始人,出演
莱奥波多·特里耶斯泰,天堂电影院,出演
莱奥波多·特里耶斯泰,教父2,出演
彼得·多纳特,教父2,出演
MarstonFobbs,幸福终点站,出演
李政宰,新世界,出演
成龙,喜剧之王,出演
刘钦,天书奇谭,出演
诺亚·尤佩,奇迹男孩,出演
约翰·德·兰西,拯救大兵瑞恩,出演
齐藤昌,魔女宅急便,出演
迈克尔·科布,波西米亚狂想曲,出演
ZuzanaMonroe,幸福终点站,出演
沈熙燮,辩护人,出演
李·科布,十二怒汉,出演
本·金斯利,辛德勒的名单,出演
本·金斯利,禁闭岛,出演
奥米·瓦依达,三傻大闹宝莱坞,出演
埃琳娜·布奇,请以你的名字呼唤我,出演
泰勒·格鲁秀斯,怦然心动,出演
琳达·卡德里尼,绿皮书,出演
琳达·卡德里尼,断背山,出演
金秀安,釜山行,出演
马赫什·曼杰瑞卡,贫民窟的百万富翁,出演
阿非莫·奥米拉,阿甘正传,出演
宁静,阳光灿烂的日子,出演
阿兰娜·乌巴赫,寻梦环游记,出演
葛优,霸王别姬,出演
葛优,活着,出演
葛优,让子弹飞,出演
马克·林赛·查普曼,泰坦尼克号,出演
亚历桑德雷·罗德里格斯,上帝之城,出演
凯文·G·施密特,蝴蝶效应,出演
艾米莉·莫迪默,禁闭岛,出演
高乃丽,你看起来好像很好吃,出演
吉奥瓦尼·瑞比西,拯救大兵瑞恩,出演
吉奥瓦尼·瑞比西,阿凡达,出演
翟巍,天书奇谭,出演
珍·哈露,城市之光,出演
杰梅奈·克莱门特,神偷奶爸,出演
安娜·勒尼,触不可及,出演
索·豪黑,上帝之城,出演
罗宾·怀特,阿甘正传,出演
利亚姆·麦克尼尔,海边的曼彻斯特,出演
利昂娜·罗伯特,乱世佳人,出演
约丹诺斯·希费罗,何以为家,出演
艾丽·道克特,飞屋环游记,出演
邵兵,让子弹飞,出演
酒井敏也,情书,出演
克里斯蒂安·贝尔,蝙蝠侠：黑暗骑士,出演
克里斯蒂安·贝尔,致命魔术,出演
克里斯蒂安·贝尔,蝙蝠侠：黑暗骑士崛起,出演
岛崎雪子,七武士,出演
黛安·克鲁格,无耻混蛋,出演
凯莉·库恩,消失的爱人,出演
里佐·弗雷多里佐,罗马假日,出演
贾康熙,功夫,出演
尼诺·戴罗佐,天堂电影院,出演
理查德·文彻,闻香识女人,出演
纳撒尼尔·利斯,指环王2：双塔奇兵,出演
纳撒尼尔·利斯,黑客帝国3：矩阵革命,出演
纳撒尼尔·利斯,黑客帝国2：重装上阵,出演
玛丽·爱丽丝,黑客帝国3：矩阵革命,出演
休·基斯-拜恩,疯狂的麦克斯4：狂暴之路,出演
詹姆斯·瑞马尔,被解救的姜戈,出演
鲁伯特·雷德,黑客帝国3：矩阵革命,出演
鲁伯特·雷德,黑客帝国2：重装上阵,出演
马里奥·卡萨斯,看不见的客人,出演
金时厚,阳光姐妹淘,出演
克里斯·斯科特,黑客帝国,出演
马修·古迪,模仿游戏,出演
迈克尔·杰特,绿里奇迹,出演
KenDeVaul,剪刀手爱德华,出演
简·林奇,无敌破坏王,出演
内芙·加切夫,时空恋旅人,出演
赫伯特·埃文斯,魂断蓝桥,出演
陈百祥,唐伯虎点秋香,出演
丹尼尔·伯哈特,黑客帝国2：重装上阵,出演
尼克·格里姆肖,无敌破坏王,出演
李梓,大闹天宫,出演
布鲁斯·菲利普斯,指环王3：王者无敌,出演
布鲁斯·菲利普斯,指环王2：双塔奇兵,出演
阿尔弗雷德·伊诺奇,哈利·波特与火焰杯,出演
津贺有子,魔女宅急便,出演
PhilFeldman,教父2,出演
LisaBrinegar,终结者2：审判日,出演
千秋实,七武士,出演
千秋实,罗生门,出演
钱耀荣,岁月神偷,出演
莱安德鲁·菲尔米诺,上帝之城,出演
池松壮亮,小偷家族,出演
麦亚瑟,驴得水,出演
吉莉安·艾尔-卡迪,追随,出演
柯特伍德·史密斯,死亡诗社,出演
威廉·达尔,飞越疯人院,出演
茶风林,你的名字。,出演
本井英美,未麻的部屋,出演
商店一野,未麻的部屋,出演
罗茜·本杰明,波西米亚狂想曲,出演
安东尼·爱德华兹,怦然心动,出演
桐岛加恋,小森林,出演
桐岛加恋,小森林,出演
萨比恩·克洛森,指环王1：魔戒再现,出演
安德烈·达芒,天使爱美丽,出演
细川典江,菊次郎的夏天,出演
托宾·贝尔,电锯惊魂,出演
理查德·海顿,音乐之声,出演
岩田光央,红辣椒,出演
汤姆·霍兰德,时空恋旅人,出演
汤姆·霍兰德,傲慢与偏见,出演
汤姆·霍兰德,波西米亚狂想曲,出演
詹森·艾萨克,哈利·波特与死亡圣器(下),出演
詹森·艾萨克,哈利·波特与密室,出演
詹森·艾萨克,哈利·波特与火焰杯,出演
詹森·艾萨克,黑鹰坠落,出演
劳伦斯·马克奥雷,指环王3：王者无敌,出演
劳伦斯·马克奥雷,指环王1：魔戒再现,出演
肖恩·奥布赖恩,网络谜踪,出演
莫文蔚,大话西游之大圣娶亲,出演
莫文蔚,大话西游之月光宝盒,出演
莫文蔚,喜剧之王,出演
平泉成,无人知晓,出演
西井幸人,告白,出演
铃木兰兰,情书,出演
堀秀行,未麻的部屋,出演
弗吉尼亚·切瑞尔,城市之光,出演
瓦妮莎·罗斯,阿甘正传,出演
唐纳德·富利洛夫,机器人总动员,出演
唐纳德·富利洛夫,飞屋环游记,出演
俊·奈托,少年派的奇幻漂流,出演
原亚弥,未麻的部屋,出演
BeatriceGray,雨中曲,出演
GilbertoIdonea,西西里的美丽传说,出演
诺娜·加耶,黑客帝国3：矩阵革命,出演
诺娜·加耶,黑客帝国2：重装上阵,出演
格雷格·比姆,蝙蝠侠：黑暗骑士,出演
约翰·阿普雷亚,教父2,出演
保罗·罗梅罗,再次出发之纽约遇见你,出演
张天民,末代皇帝,出演
摩根·莉莉,怦然心动,出演
詹妮特·戈德斯坦恩,终结者2：审判日,出演
马克斯·冯·叙多夫,禁闭岛,出演
汉斯-尤韦·鲍尔,窃听风暴,出演
乔·洛·特鲁格里奥,无敌破坏王,出演
托比亚斯·阿姆博瑞,一个叫欧维的男人决定去死,出演
卡尔·厄本,指环王3：王者无敌,出演
卡尔·厄本,指环王2：双塔奇兵,出演
卡尔·厄本,谍影重重2,出演
JarlBenzon,指环王3：王者无敌,出演
JarlBenzon,指环王2：双塔奇兵,出演
赵敏基,辩护人,出演
卡米·金·肯伦,乱世佳人,出演
片平渚,被嫌弃的松子的一生,出演
乔治·里弗斯,乱世佳人,出演
CharlesMcNaughton,魂断蓝桥,出演
麦肯吉·弗依,星际穿越,出演
徐淑媛,一一,出演
王瑞,饮食男女,出演
杰森·弗莱明,两杆大烟枪,出演
杰森·弗莱明,本杰明·巴顿奇事,出演
克里斯·埃里斯,猫鼠游戏,出演
大卫·休里斯,穿条纹睡衣的男孩,出演
大卫·休里斯,哈利·波特与死亡圣器(下),出演
大卫·休里斯,哈利·波特与阿兹卡班的囚徒,出演
格拉姆·柯里,时空恋旅人,出演
史蒂夫·卡瑞尔,神偷奶爸,出演
彼得·斯皮尔斯,请以你的名字呼唤我,出演
克莱尔·吉尔蕾,盗梦空间,出演
乔西·查尔斯,死亡诗社,出演
LisaSummerour,第六感,出演
马克·里朗斯,头号玩家,出演
布雷特·麦肯齐,指环王3：王者无敌,出演
卡塔琳娜·舒特勒,海蒂和爷爷,出演
HayatoSakurai,海豚湾,出演
罗伯托·西特兰,卢旺达饭店,出演
凯特林·迪亚斯,头脑特工队,出演
安东尼·埃斯特拉,海边的曼彻斯特,出演
保罗·斯隆,绿皮书,出演
GaetanoAronica,西西里的美丽传说,出演
约翰·利思戈,星际穿越,出演
富润生,大闹天宫,出演
富润生,天书奇谭,出演
富润生,哪吒闹海,出演
丽莉·吉欧,疯狂的麦克斯4：狂暴之路,出演
乔丹·朗德,遗愿清单,出演
玛丽安妮·穆勒雷尔,记忆碎片,出演
奥斯汀·斯托维尔,爆裂鼓手,出演
蔡少芬,大话西游之大圣娶亲,出演
蔡少芬,九品芝麻官,出演
帕科·图斯,看不见的客人,出演
大卫·吉亚西,星际穿越,出演
拉丝·弗格斯托姆,狩猎,出演
莉莲·肯布尔-库珀,乱世佳人,出演
丁仲,饮食男女,出演
本木雅弘,入殓师,出演
沙拉·鲁宾,海上钢琴师,出演
关口雄介,菊次郎的夏天,出演
亨利·丹尼尔,控方证人,出演
吉娜·诺维勒,美丽人生,出演
奥斯马·努涅斯,荒蛮故事,出演
赖梵耘,牯岭街少年杀人事件,出演
尼古拉·迪·平托,海上钢琴师,出演
尼古拉·迪·平托,天堂电影院,出演
前田旺志郎,海街日记,出演
安藤绿,穿越时空的少女,出演
赵一穗,可可西里,出演
曾心怡,一一,出演
李仙湖,时空恋旅人,出演
今村鼠,菊次郎的夏天,出演
海利·安妮·内尔森,大鱼,出演
刘兆铭,倩女幽魂,出演
罗宾·巴特利特,禁闭岛,出演
约瑟夫·德拉·索尔特,教父2,出演
稻叶义男,七武士,出演
韦斯·斯塔迪,阿凡达,出演
家弓家正,风之谷,出演
瓦伦蒂娜·卡迪纳利,美丽心灵,出演
于尔根·福格尔,浪潮,出演
格利高里·戴顿,春光乍泄,出演
约翰·威廉姆斯,控方证人,出演
尼克·莫兰,两杆大烟枪,出演
玛莉亚·奥内托,荒蛮故事,出演
阿什丽·艾德纳,网络谜踪,出演
威廉·雷德菲尔德,飞越疯人院,出演
仲代达矢,七武士,出演
仲代达矢,忠犬八公物语,出演
袁满,心迷宫,出演
吉米·帕伦博,再次出发之纽约遇见你,出演
斯特林·海登,教父,出演
佐伊·索尔达娜,阿凡达,出演
佐伊·索尔达娜,幸福终点站,出演
戈尔·维达尔,千钧一发,出演
克劳迪奥·布鲁克,虎口脱险,出演
鲍比·冈萨雷斯,看不见的客人,出演
许在浩,熔炉,出演
维吉尼亚·格雷格,惊魂记,出演
艾德·奥尼尔,无敌破坏王,出演
布兰卡·阿拉切利,寻梦环游记,出演
克里斯托弗·斯塔普勒顿,遗愿清单,出演
夏洛特·斯凯奇,哈利·波特与火焰杯,出演
亨利·方达,十二怒汉,出演
泰莉莎·帕尔墨,血战钢锯岭,出演
金周灵,熔炉,出演
米歇尔·罗德里格兹,阿凡达,出演
安·吉利斯,2001太空漫游,出演
PietroNotarianni,西西里的美丽传说,出演
泰特·多诺万,海边的曼彻斯特,出演
塞尔吉奥·托拉多,黑天鹅,出演
雅克·博杜因,虎口脱险,出演
菲奥娜·贝尔,猜火车,出演
苏达拉·布查蓬,初恋这件小事,出演
玛丽娅·玛努尔,荒蛮故事,出演
弗雷德里克·科芬,致命ID,出演
何塞·科罗纳多,看不见的客人,出演
牛犇,活着,出演
雷格·E·凯蒂,七宗罪,出演
林凡,终结者2：审判日,出演
伊利亚·伍德,指环王3：王者无敌,出演
伊利亚·伍德,指环王2：双塔奇兵,出演
伊利亚·伍德,指环王1：魔戒再现,出演
雨笠利幸,龙猫,出演
吉米·弗林,心灵捕手,出演
埃里·瓦拉赫,教父3,出演
本·汉森,海边的曼彻斯特,出演
理查德·卡斯特尔诺,教父,出演
阿莫里·巴博尔,天使爱美丽,出演
米米·萨奇席恩,飞越疯人院,出演
梁赫群,大佛普拉斯,出演
鲁本·兰登,无敌破坏王,出演
奥利弗·费尔普斯,哈利·波特与火焰杯,出演
雅尼卡·桑普蕾舞,初恋这件小事,出演
基兰·哈德卡斯托,波西米亚狂想曲,出演
霍尔姆斯·奥斯本,致命ID,出演
安藤樱,小偷家族,出演
西蒙·德兰尼,再次出发之纽约遇见你,出演
雷·罗马诺,冰川时代,出演
孙成灿,恐怖直播,出演
安德鲁·林肯,真爱至上,出演
玛格里·梅森,哈利·波特与火焰杯,出演
弗朗西丝卡·德·萨维奥,教父2,出演
阿尤什·坦东,少年派的奇幻漂流,出演
莫妮卡·贝鲁奇,西西里的美丽传说,出演
莫妮卡·贝鲁奇,黑客帝国3：矩阵革命,出演
莫妮卡·贝鲁奇,黑客帝国2：重装上阵,出演
詹姆斯·加纳,恋恋笔记本,出演
达格拉斯·福雷,雨中曲,出演
查尔斯·劳顿,控方证人,出演
丛志军,鬼子来了,出演
石川界人,你的名字。,出演
汤唯,色，戒,出演
欧文·威尔逊,布达佩斯大饭店,出演
欧文·威尔逊,奇迹男孩,出演
纳瓦祖丁·席迪圭,小萝莉的猴神大叔,出演
路易·纳托,摩登时代,出演
马达范,三傻大闹宝莱坞,出演
艾米丽·拉塔科斯基,消失的爱人,出演
玛娅·鲁道夫,超能陆战队,出演
玛娅·鲁道夫,千钧一发,出演
黑泽明日香,被嫌弃的松子的一生,出演
罗伯特·温克勒,魂断蓝桥,出演
雷吉·奥斯汀,美丽心灵,出演
理查德·格拉翰,泰坦尼克号,出演
戴文·穆雷,哈利·波特与火焰杯,出演
玛丽·杜布瓦,虎口脱险,出演
克里斯托弗·沃肯,猫鼠游戏,出演
哈利韦尔·霍布斯,魂断蓝桥,出演
卡拉·霍根,穿条纹睡衣的男孩,出演
达斯汀·霍夫曼,雨人,出演
达斯汀·霍夫曼,香水,出演
东山千荣子,东京物语,出演
凯伦·皮特曼,再次出发之纽约遇见你,出演
张良斌,末代皇帝,出演
冈元夕纪子,无人知晓,出演
李春,霸王别姬,出演
陈凯歌,末代皇帝,出演
斯蒂芬·富勒,幸福终点站,出演
藤原薰,告白,出演
里奇蒙德·阿奎特,搏击俱乐部,出演
凡妮莎·柯比,时空恋旅人,出演
詹姆斯·沃特斯顿,死亡诗社,出演
马克·马戈利斯,黑天鹅,出演
志村知幸,你看起来好像很好吃,出演
李连义,活着,出演
艾玛·汤普森,哈利·波特与死亡圣器(下),出演
艾玛·汤普森,哈利·波特与阿兹卡班的囚徒,出演
艾玛·汤普森,真爱至上,出演
罗彼·考特拉尼,哈利·波特与魔法石,出演
罗彼·考特拉尼,哈利·波特与死亡圣器(下),出演
罗彼·考特拉尼,哈利·波特与火焰杯,出演
武藤寿美,情书,出演
雷婕熙,大佛普拉斯,出演
马特·温斯顿,人工智能,出演
弗兰西丝·康罗伊,闻香识女人,出演
奥索利亚·茱莉娅·帕普,穿条纹睡衣的男孩,出演
德里克·李,拯救大兵瑞恩,出演
阿尔梅尔,天使爱美丽,出演
奥莉维亚·威廉姆斯,第六感,出演
大卫·斯特恩,哈利·波特与火焰杯,出演
